id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1329718670679973888	1329718670679973888	2020-11-20 03:30:10 CST	2020-11-20	03:30:10	-0600	20609518	dalailama	Dalai Lama		The aim of education should be to train happy individuals who make up a peaceful society. It requires warm-heartedness and taking a broad-minded, holistic and far-sighted approach that enables people to cope, whatever happens. It entails focussing on the good of the community.	en	[]	[]	[]	304	5225	22308	[]	[]	https://twitter.com/DalaiLama/status/1329718670679973888	False		0								[]				
1328623992190554112	1328623992190554112	2020-11-17 03:00:19 CST	2020-11-17	03:00:19	-0600	20609518	dalailama	Dalai Lama		Speaking for myself, I have no hesitation in supporting initiatives that are related to protecting the environment because threats to our environment are a question of our survival. #OurOnlyHome Now Available  https://t.co/nUILZvzd23  https://t.co/3jmxNuZpeX	en	[]	['https://ouronlyhome.lndg.page/Bl5kXC']	['https://pbs.twimg.com/media/EnA4BMRVoAAD537.jpg']	138	1599	8800	['ouronlyhome']	[]	https://twitter.com/DalaiLama/status/1328623992190554112	False		1	https://pbs.twimg.com/media/EnA4BMRVoAAD537.jpg							[]				
1327907270403842054	1327907270403842054	2020-11-15 03:32:19 CST	2020-11-15	03:32:19	-0600	20609518	dalailama	Dalai Lama		New Release - “Science and Philosophy in the Indian Buddhist Classics, Vol. 2: The Mind”.  Conceived and introduced by the Dalai Lama, “The Mind” explores the Buddhist view of consciousness, how it works and how it is transformed, put into context for the modern reader.  https://t.co/kolPqpPE53	en	[]	[]	['https://pbs.twimg.com/media/Em2sf97VEAAm2h5.jpg']	192	1086	7874	[]	[]	https://twitter.com/DalaiLama/status/1327907270403842054	False		1	https://pbs.twimg.com/media/Em2sf97VEAAm2h5.jpg							[]				
1327181889510150147	1327181889510150147	2020-11-13 03:29:54 CST	2020-11-13	03:29:54	-0600	20609518	dalailama	Dalai Lama		When you think about the difficulties you face in your life, think about all the other people who have a similar experience of suffering. We need a keen sense of the oneness of humanity, remembering what we have in common with everyone else. #WorldKindnessDay #BookofJoy  https://t.co/TvnBNd8cAE	en	[]	[]	['https://pbs.twimg.com/media/EmsTMzzUwAAH8X3.jpg']	323	5087	23161	['worldkindnessday', 'bookofjoy']	[]	https://twitter.com/DalaiLama/status/1327181889510150147	False		1	https://pbs.twimg.com/media/EmsTMzzUwAAH8X3.jpg							[]				
1326094921309188096	1326094921309188096	2020-11-10 03:30:41 CST	2020-11-10	03:30:41	-0600	20609518	dalailama	Dalai Lama		I’m just a simple Buddhist monk but I’m trying to help others lead a happy life, to learn to appreciate what a difference it makes to find peace of mind. That’s my dream. One of my main practices is the cultivation of altruism —  it’s what I think about the moment I wake up.	en	[]	[]	[]	502	4905	39097	[]	[]	https://twitter.com/DalaiLama/status/1326094921309188096	False		0								[]				
1325296569323675654	1325296569323675654	2020-11-07 22:38:19 CST	2020-11-07	22:38:19	-0600	20609518	dalailama	Dalai Lama		I’d like to offer my hearty congratulations to Joe Biden on his election as the next President of the United States of America. Humanity places great hope in the democratic vision of the U.S. as leader of the free world.  https://t.co/axL0ko3ff8	en	[]	['https://bit.ly/3eGaGjs']	[]	1364	12832	77550	[]	[]	https://twitter.com/DalaiLama/status/1325296569323675654	False		0								[]				
1324645260786454528	1324645260786454528	2020-11-06 03:30:15 CST	2020-11-06	03:30:15	-0600	20609518	dalailama	Dalai Lama		Ask children whether they prefer smiling faces or stern ones. Obviously, the way to bring about harmony and friendship is to smile. We need to cultivate such childlike attributes that are the basis of human values and remember that we are the same and have to live together.	en	[]	[]	[]	362	5114	26466	[]	[]	https://twitter.com/DalaiLama/status/1324645260786454528	False		0								[]				
1323195652558344194	1323195652558344194	2020-11-02 03:30:02 CST	2020-11-02	03:30:02	-0600	20609518	dalailama	Dalai Lama		We are truly brothers and sisters. We all face the same kind of problems and we all have the ability to overcome them. That means putting our human brains to good use, combined with a strong sense of warm-heartedness.	en	[]	[]	[]	336	6108	28633	[]	[]	https://twitter.com/DalaiLama/status/1323195652558344194	False		0								[]				
1322108498822377472	1322108498822377472	2020-10-30 04:30:04 CDT	2020-10-30	04:30:04	-0600	20609518	dalailama	Dalai Lama		Like anything else, life has a beginning and in due course must end. In between those two events the important goal should be to live meaningfully, not to create trouble for others. If we can do that, when the end comes, we can go feeling at peace.	en	[]	[]	[]	418	8744	35514	[]	[]	https://twitter.com/DalaiLama/status/1322108498822377472	False		0								[]				
1320677198114664450	1320677198114664450	2020-10-26 05:42:35 CDT	2020-10-26	05:42:35	-0600	20609518	dalailama	Dalai Lama		As an avowed campaigner for the elimination of all nuclear weapons, I welcome the fact that the Treaty on the Prohibition of Nuclear Weapons has now been ratified by fifty countries and will come into force from January next year.  https://t.co/wlxji7VM4f	en	[]	['https://bit.ly/2FZ3jGK']	[]	169	1245	7101	[]	[]	https://twitter.com/DalaiLama/status/1320677198114664450	False		0								[]				
1320663521625993216	1320663521625993216	2020-10-26 04:48:14 CDT	2020-10-26	04:48:14	-0600	20609518	dalailama	Dalai Lama		To achieve peace of mind it’s important to have patience and it’s people who are hostile and antagonistic rather than our friends who teach us patience. It’s not difficult to make your friends smile, but bringing a smile to your enemy’s face is a real achievement.	en	[]	[]	[]	301	6057	26502	[]	[]	https://twitter.com/DalaiLama/status/1320663521625993216	False		0								[]				
1319571844710592513	1319571844710592513	2020-10-23 04:30:18 CDT	2020-10-23	04:30:18	-0600	20609518	dalailama	Dalai Lama		Wherever you live, try to create a happy community. I pray that every human being, indeed every sentient being, should be happy. So, if you come across individuals facing problems, help them. Share their problems and try to bring them peace of mind.	en	[]	[]	[]	429	8430	34818	[]	[]	https://twitter.com/DalaiLama/status/1319571844710592513	False		0								[]				
1318484568312197121	1318484568312197121	2020-10-20 04:29:52 CDT	2020-10-20	04:29:52	-0600	20609518	dalailama	Dalai Lama		If we want to see a more peaceful world, we have to learn to collaborate. Young people shouldn’t follow previous patterns of behaviour. New conditions, like our interdependent, globalised world, require new ideas. Dividing people into ‘us’ and ‘them’ is out of date.	en	[]	[]	[]	430	9919	33332	[]	[]	https://twitter.com/DalaiLama/status/1318484568312197121	False		0								[]				
1317759563102265346	1317759563102265346	2020-10-18 04:28:57 CDT	2020-10-18	04:28:57	-0600	20609518	dalailama	Dalai Lama		HHDL offers us an incredible example of how to flourish in enormous adversity, with tenacity, ethical conviction and courage. Learn how this perspective can help us rediscover a sense of purpose, community and hope Oct 22-27 Dalai Lama Global Vision Summit  https://t.co/DfrWxUHE9J  https://t.co/hcp2rbcfse	en	[]	['https://bit.ly/3o1CaEm']	['https://pbs.twimg.com/media/EkmfQuYVkAEZ3hD.jpg']	103	1055	5033	[]	[]	https://twitter.com/DalaiLama/status/1317759563102265346	False		1	https://pbs.twimg.com/media/EkmfQuYVkAEZ3hD.jpg							[]				
1317424350690037766	1317424350690037766	2020-10-17 06:16:56 CDT	2020-10-17	06:16:56	-0600	20609518	dalailama	Dalai Lama		I congratulate Jacinda Ardern on her party's resounding victory in the New Zealand general election. I admire the courage, wisdom and leadership, as well as the calm, compassion and respect for others, she has shown in these challenging times.  https://t.co/J5dN0Gldk2	en	[]	['https://bit.ly/37faYfl']	[]	331	6494	36143	[]	[]	https://twitter.com/DalaiLama/status/1317424350690037766	False		0								[]				
1317038558499069952	1317038558499069952	2020-10-16 04:43:56 CDT	2020-10-16	04:43:56	-0600	20609518	dalailama	Dalai Lama		Ideas may start with a single individual, but they grow as they are taken up by humanity at large. Young people can make a definite contribution to peace in the world.	en	[]	[]	[]	267	5935	23990	[]	[]	https://twitter.com/DalaiLama/status/1317038558499069952	False		0								[]				
1315586256051396608	1315586256051396608	2020-10-12 04:33:00 CDT	2020-10-12	04:33:00	-0600	20609518	dalailama	Dalai Lama		Happiness can just refer to the pleasure we find on a sensory level, but real happiness is related to peace of mind. If we have a calm mind, fear and suspicion are reduced. Fear is a major source of unhappiness	en	[]	[]	[]	388	10839	39540	[]	[]	https://twitter.com/DalaiLama/status/1315586256051396608	False		0								[]				
1314803527797993473	1314803527797993473	2020-10-10 00:42:43 CDT	2020-10-10	00:42:43	-0600	20609518	dalailama	Dalai Lama		I would like to congratulate the United Nations World Food Programme (WFP) on being awarded this year's Nobel Peace Prize for its efforts to combat hunger and improve conditions for peace in regions of conflict.  https://t.co/Hmn17QHdJP	en	[]	['https://bit.ly/30MnsHl']	[]	151	2178	14430	[]	[]	https://twitter.com/DalaiLama/status/1314803527797993473	False		0								[]				
1314462213491499008	1314462213491499008	2020-10-09 02:06:27 CDT	2020-10-09	02:06:27	-0600	20609518	dalailama	Dalai Lama		How can something as simple as training your mind change the world? Join His Holiness and @healthyminds for a recorded dialogue on the science of well-being and wisdom. Learn more and register for the free, virtual event on October 9, 2020:  https://t.co/RcsO9e1iSW  https://t.co/m7kiKJyS62	en	[{'screen_name': 'healthyminds', 'name': 'center healthy minds', 'id': '113694823'}]	['https://mailchi.mp/centerhealthyminds/change-your-mind-change-the-world']	['https://pbs.twimg.com/media/Ej3oUoFVoAA4nrW.jpg']	113	1340	6117	[]	[]	https://twitter.com/DalaiLama/status/1314462213491499008	False		1	https://pbs.twimg.com/media/Ej3oUoFVoAA4nrW.jpg							[]				
1313050845869563904	1313050845869563904	2020-10-05 04:38:11 CDT	2020-10-05	04:38:11	-0600	20609518	dalailama	Dalai Lama		In our world today, everyone wants to live a happy life and indeed everyone has a right to a happy life. Yet we face problems, many of which are of our own making. If we look a little deeper, we may see that loving kindness is the key to our survival.	en	[]	[]	[]	505	10573	41321	[]	[]	https://twitter.com/DalaiLama/status/1313050845869563904	False		0								[]				
1311961776779485185	1311961776779485185	2020-10-02 04:30:37 CDT	2020-10-02	04:30:37	-0600	20609518	dalailama	Dalai Lama		Today, the world is interdependent as never before, which is why we need a keen sense of the oneness of all human beings. We have to take the whole of humanity into account. We have to understand what we have in common with everyone else.	en	[]	[]	[]	428	7521	30088	[]	[]	https://twitter.com/DalaiLama/status/1311961776779485185	False		0								[]				
1310512152650739712	1310512152650739712	2020-09-28 04:30:19 CDT	2020-09-28	04:30:19	-0600	20609518	dalailama	Dalai Lama		In a materialistically oriented world there isn’t much understanding of the workings of the mind. What’s necessary is to recognise the trouble caused by negative emotions and that we can develop antidotes to them. The antidote to fear and anger is compassion	en	[]	[]	[]	391	7242	27550	[]	[]	https://twitter.com/DalaiLama/status/1310512152650739712	False		0								[]				
1309424924927295490	1309424924927295490	2020-09-25 04:30:04 CDT	2020-09-25	04:30:04	-0600	20609518	dalailama	Dalai Lama		Where education advances material goals it should also include instruction about our mind and emotions—how to achieve a calm mind and develop altruism. An important part of establishing peace of mind is being able to apply emotional hygiene—learning to tackle destructive emotions	en	[]	[]	[]	320	6204	22387	[]	[]	https://twitter.com/DalaiLama/status/1309424924927295490	False		0								[]				
1308700207798861824	1308700207798861824	2020-09-23 04:30:18 CDT	2020-09-23	04:30:18	-0600	20609518	dalailama	Dalai Lama		Happiness can just refer to the pleasure we find on a sensory level, but real happiness is related to peace of mind. If we have a calm mind, fear and suspicion are reduced. Fear is a major source of unhappiness.	en	[]	[]	[]	419	10321	36788	[]	[]	https://twitter.com/DalaiLama/status/1308700207798861824	False		0								[]				
1307975386169446400	1307975386169446400	2020-09-21 04:30:07 CDT	2020-09-21	04:30:07	-0600	20609518	dalailama	Dalai Lama		Violence is not so much about the use of weapons as about the motive we have in our hearts. External disarmament will only be achieved if we first achieve inner disarmament. World peace will only be won on the basis of inner peace — achieving that is our #PeaceDayChallenge	en	[]	[]	[]	331	6471	23653	['peacedaychallenge']	[]	https://twitter.com/DalaiLama/status/1307975386169446400	False		0								[]				
1307613446347735040	1307613446347735040	2020-09-20 04:31:54 CDT	2020-09-20	04:31:54	-0600	20609518	dalailama	Dalai Lama		The time has come to accept that if we're talking about peace in the world, we first have to create peace within ourselves. Join us for @ThePeaceStudio summit on 9/21 as we think about ways we can #OfferPeace in our daily lives. RSVP here:  https://t.co/zXMqR5AoMb	en	[{'screen_name': 'thepeacestudio', 'name': 'the peace studio', 'id': '1159099574629392384'}]	['https://bit.ly/2FyvVX9']	[]	114	1145	5556	['offerpeace']	[]	https://twitter.com/DalaiLama/status/1307613446347735040	False		0								[]				
1306888245637083137	1306888245637083137	2020-09-18 04:30:13 CDT	2020-09-18	04:30:13	-0600	20609518	dalailama	Dalai Lama		As human beings we essentially belong to the same family and we have to think of each other as part of ‘us’. To develop peace in the world, we have to educate people to understand that we are all the same in being human.	en	[]	[]	[]	484	10073	35501	[]	[]	https://twitter.com/DalaiLama/status/1306888245637083137	False		0								[]				
1306477230424379392	1306477230424379392	2020-09-17 01:16:59 CDT	2020-09-17	01:16:59	-0600	20609518	dalailama	Dalai Lama		Today, on the occasion of his 70th birthday, His Holiness the Dalai Lama has written to PM Narendra Modi wishing him many happy returns of the day, praying for his continued good health and praising the age-old Indian practices of ahimsa and karuna.  https://t.co/IX87HgXNih	en	[]	['https://bit.ly/33w8O7C']	[]	211	1476	9747	[]	[]	https://twitter.com/DalaiLama/status/1306477230424379392	False		0								[]				
1305802050597523458	1305802050597523458	2020-09-15 04:34:04 CDT	2020-09-15	04:34:04	-0600	20609518	dalailama	Dalai Lama		I have no hesitation in supporting initiatives that help protect the environment. This is a question of survival because this beautiful blue planet is our only home.  https://t.co/SPGh7DPZui	en	[]	['https://bit.ly/3iJ4SGM']	[]	220	3187	13271	[]	[]	https://twitter.com/DalaiLama/status/1305802050597523458	False		0								[]				
1305438686050357248	1305438686050357248	2020-09-14 04:30:11 CDT	2020-09-14	04:30:11	-0600	20609518	dalailama	Dalai Lama		Honest concern for others is the key factor in improving our day to day lives. When you’re warm-hearted, there is no room for anger, jealousy or insecurity. A calm mind and self-confidence are the basis for happy and peaceful relations with each other.	en	[]	[]	[]	434	12487	44018	[]	[]	https://twitter.com/DalaiLama/status/1305438686050357248	False		0								[]				
1304748029526728707	1304748029526728707	2020-09-12 06:45:45 CDT	2020-09-12	06:45:45	-0600	20609518	dalailama	Dalai Lama		HHDL tells the G7 climate crisis conference we should think of the the whole world as interdependent and of the entire 7 billion human beings as one human community. Global warming is very serious. Many people suffer. We must pay more attention.  https://t.co/52jSpVnbq0	en	[]	['https://youtu.be/GcZnSAlziek']	[]	197	2531	9721	[]	[]	https://twitter.com/DalaiLama/status/1304748029526728707	False		0								[]				
1302901965844668416	1302901965844668416	2020-09-07 04:30:10 CDT	2020-09-07	04:30:10	-0600	20609518	dalailama	Dalai Lama		Children today are our hope for the future. Since global warming affects us all, must discuss taking care of our world at #LLSummit2020. Must also find ways to reduce the gap between rich &amp; poor. Join us on 9 Sept and call for a #FairShare4Children —  https://t.co/uhwWArN0tC	en	[]	['http://bit.ly/LLsummit2020']	[]	216	2272	10462	['llsummit2020', 'fairshare4children']	[]	https://twitter.com/DalaiLama/status/1302901965844668416	False		0								[]				
1301814953460916225	1301814953460916225	2020-09-04 04:30:46 CDT	2020-09-04	04:30:46	-0600	20609518	dalailama	Dalai Lama		We all have troublesome emotions as well as the positive ones that bring us inner strength and tranquillity. It’s important for us to be aware of our potential and let this inspire our self-confidence. To look only at the negative side and feel hopeless, is, I think, a wrong view	en	[]	[]	[]	427	7989	29935	[]	[]	https://twitter.com/DalaiLama/status/1301814953460916225	False		0								[]				
1300670007299289088	1300670007299289088	2020-09-01 00:41:09 CDT	2020-09-01	00:41:09	-0600	20609518	dalailama	Dalai Lama		"HHDL offers condolences on the death of former President of India, Pranab Mukherjee and pays tribute to his many decades of dedicated public service — ""We can rejoice that for 84 years he led a meaningful life.""  https://t.co/I5h3PuogRT"	en	[]	['https://bit.ly/34Sn64U']	[]	81	564	4405	[]	[]	https://twitter.com/DalaiLama/status/1300670007299289088	False		0								[]				
1300365341701226496	1300365341701226496	2020-08-31 04:30:31 CDT	2020-08-31	04:30:31	-0600	20609518	dalailama	Dalai Lama		If we have a positive mental attitude, then even when surrounded by hostility, we’ll not lack inner peace. But if our attitude is negative, influenced by fear, suspicion, or helplessness, even when surrounded by our best friends, in comfortable surroundings, we won’t be happy.	en	[]	[]	[]	517	14734	50634	[]	[]	https://twitter.com/DalaiLama/status/1300365341701226496	False		0								[]				
1300002847107379200	1300002847107379200	2020-08-30 04:30:06 CDT	2020-08-30	04:30:06	-0600	20609518	dalailama	Dalai Lama		Inner World, an album of mantras and teachings explaining how being affectionate, kind and making friends can be effective ways to create a happy atmosphere and bring about a better world is available at  https://t.co/6kcMWpkFRw.  https://t.co/bJWO7XOeUx	en	[]	['https://www.dalailamainnerworld.com/music']	['https://pbs.twimg.com/media/EgqHu-dU4AABtpq.jpg']	206	2351	11609	[]	[]	https://twitter.com/DalaiLama/status/1300002847107379200	False		1	https://pbs.twimg.com/media/EgqHu-dU4AABtpq.jpg							[]				
1299278069614534657	1299278069614534657	2020-08-28 04:30:05 CDT	2020-08-28	04:30:05	-0600	20609518	dalailama	Dalai Lama		To me, all these features that differentiate us, like wealth, position, status, and so on, are secondary. I truly believe we can learn to relate to one another on the basis of our shared humanity. And if individuals can learn to do that, there’ll immediately be a basis for trust.	en	[]	[]	[]	489	8834	33959	[]	[]	https://twitter.com/DalaiLama/status/1299278069614534657	False		0								[]				
1297828414007554050	1297828414007554050	2020-08-24 04:29:41 CDT	2020-08-24	04:29:41	-0600	20609518	dalailama	Dalai Lama		Education today tends to focus on material goals. We seek sensory gratification in music or good things to look at, taste and touch. We may enjoy watching a game of sport, but once it ends the joy is over. What we really need is happiness that is rooted in the power of the mind.	en	[]	[]	[]	535	9710	36977	[]	[]	https://twitter.com/DalaiLama/status/1297828414007554050	False		0								[]				
1296741182018486272	1296741182018486272	2020-08-21 04:29:24 CDT	2020-08-21	04:29:24	-0600	20609518	dalailama	Dalai Lama		The real destroyer of our peace of mind isn’t an external weapon or enemy, but our own destructive emotions. Neither our friends nor even the Buddha provide an opportunity to practice patience in the way that a hostile person does. And in so doing, an enemy can become our teacher	en	[]	[]	[]	564	10224	40831	[]	[]	https://twitter.com/DalaiLama/status/1296741182018486272	False		0								[]				
1295291989731106816	1295291989731106816	2020-08-17 04:30:50 CDT	2020-08-17	04:30:50	-0600	20609518	dalailama	Dalai Lama		Here and now in the 21st century, with the help of what scientists have learned about the brain, we need to learn how to achieve peace of mind. This is crucial, since world peace can only be built by individuals who are at peace with themselves.	en	[]	[]	[]	560	9809	40313	[]	[]	https://twitter.com/DalaiLama/status/1295291989731106816	False		0								[]				
